sentence,position,lemma,pos
"Mariano di Iacopo (1382–about 1458), known as Taccola (the crow), created two books of drawings of mechanical devices.","(59, 63)",crow,N
For example they could find out that the crows` genes determine that the only colour they can have is black.,"(41, 46)",crow,N
We express the “many” on our diagram with a “crows foot” (hanging on to the many end).,"(45, 50)",crow,N
"Traditionally, the signal for sugaring season to begin was the cry of the crow, signifying that another winter had passed and that the move to the sugaring camp could begin.","(74, 78)",crow,N
A fully grown rooster's crow can be heard miles away.,"(24, 28)",crow,N
"In the scene which ""bulging eyes and twisted mouth"" is associated with ""pastoral scene of the gallant south"", is more ironic when human being who are supposed to gain respect from all things now being treated as an object or a fruit ""for the crows to pluck, rain to gather, wind to suck, sun to rot, and trees to drop"".","(242, 247)",crow,N
"Phylogeny: Virtually all 9000 species of birds have the ability to vocalize, including crows, turkeys, owls or nightingales.","(87, 92)",crow,N
"In the yard the hens cackle, the cocks crow, and the hogs grunt, all terrified by this merriment of man.","(39, 43)",crow,N
"The enumeration of the choughs and crows, the samphire-man and the fishers, counteracts the great effect of the prospect, as it peoples the desert of intermediate vacuity, and stops the mind in the rapidity of its descent through emptiness and horror"" (1908 edition pp 158-159).","(35, 40)",crow,N
"Since her hair is as black as the dead crow's, his brother, Jennaro, is forced to abduct a princess of another kingdom and present her as the king's bride.","(39, 43)",crow,N
"With both Polyeucte and Pauline, though Polyeucte is in advance, the issue is practically certain, but Felix's change of heart comes as a rebound after his meanness and cruelty.","(169, 176)",cruelty,N
"He says: ""The solitary grandeur of the place — and it is grand in spite of its cruelty — seems to me to offer an eminently suitable setting for the commemoration of one of the noblest epics in Australian history.""","(79, 86)",cruelty,N
"Life of boys after 12 years occurs in various companies where this boys endure steadily the injustice and even the cruelty in relation to beginners, but this boys don’t complain to parents and adults.","(115, 122)",cruelty,N
His cruelty is shown when he runs over a child in the street and gives a coin as compensation to the father.,"(4, 11)",cruelty,N
"Thus Daniel, during the first two acts, has to battle with a deep-seated dread, veiling itself in coquetry and sometimes in deliberate cruelty” (p 54).","(135, 142)",cruelty,N
"As far as her perpetual sadness goes, we must remember that at the time she died, she had been driven to tears by the cruelty of another girl and was hiding in the washroom.","(118, 125)",cruelty,N
"In the concluding act, the hypocrisy and cruelty of the entire town is demonstrated when they bring a naked Mari-Gaila to the church in a cart and prepare to stone her...But when Pedro intones those same 'divinas palabras' in Latin, the people, in their religious awe and incomprehension, allow Pedro to lead his wife into the church.","(41, 48)",cruelty,N
"Although the tasks horses performed were demanding at times, they were rewarded by being well stabled, well fed, and protected from cruelty.","(132, 139)",cruelty,N
"The play was singled out by Artaud (1938) as being of particular interest in his ""theatre of cruelty"", rife with cruelty and spectacle.","(93, 100)",cruelty,N
"It must be a world in which affection has free play, in which love is purged of the instinct for domination, in which cruelty and envy have been dispelled by happiness and the unfettered development of all the instincts that build up life and fill it with mental delights.""","(118, 125)",cruelty,N
Their disobedience to it brought them under the curse which was the penalty for the broken law.,"(48, 53)",curse,N
"On her return, she tells Harry that she does not remember anything after walking into the ladies room at The Three Broomsticks, from which Harry concludes that she was put under the Imperius curse.","(191, 196)",curse,N
"The curse, triggered when he put the ring on, had withered his hand.","(4, 9)",curse,N
"(Gal.3:11-12) ""Christ has redeemed us from the curse of the law, being made a curse for us: for it is written, Cursed is every one that hangs on a tree:"" (Gal.3:13) ""And this I say, that (the) law, which was four hundred and thirty years later, cannot disannul the covenant that was confirmed before God in Christ, that it should make the promise of no effect.""","(47, 52)",curse,N
"He put the ring on, hoping to see his mother and sister again, but the curse protecting it destroyed his hand and shortened his life.","(71, 76)",curse,N
"Harry seems to believe that Krum is under the Imperius curse when he is cursing Cedric, a point which is later partially confirmed by Barty's comments.","(55, 60)",curse,N
The “curse of the law” in Galatians is the end result of the spiritual condition of being separated from God which is death - the judgement upon man’s sinful state which is eternal separation from God.,"(5, 10)",curse,N
(12:23) The Israelites also were only redeemed from the curse by their faith in the promised redemption.,"(56, 61)",curse,N
"As an employee in the Department of Mysteries, however, he knew that he could not touch it, so he fought the curse unsuccessfully.","(109, 114)",curse,N
Y'shua removes the curse of sin's penalty to release refreshing waters of life.,"(19, 24)",curse,N
:) Mop — My dad got the girls child-sized mops for Christmas and they love them.,"(12, 15)",dad,N
"When my son Michael was old enough to talk, and being an eager but naïve dad, I decided to bring Michael to my educational psychology class to demonstrate to my students “how children learn.” In one task I poured water from a tall drinking glass to a wide glass pie plate, which according to Michael changed the “amount” of water—there was less now that it was in the pie plate.","(73, 76)",dad,N
"Regina says her dad killed him, but she doesn't know why.","(16, 19)",dad,N
examples: think ث face ف Begin: this zap damn think daisy boot family handsome case basic therefore wait weight doctor Robert ram basic yawn doctor thoughtful there maybe might castle deaf king destruction camp them him yes mouth rabbit zipper fourth dad demonstration third three table zero master distance Instructions: Write the Arabic letter that represents the sound of the English sound that the English word ends in.,"(251, 254)",dad,N
"Genes are on chromosomes and they come in pairs (1 mom, 1 dad).","(58, 61)",dad,N
"Most of the genes that control characteristic are in pairs, one gene from mom and one gene from dad.","(96, 99)",dad,N
Do mom and dad work outside of the home?,"(11, 14)",dad,N
"She is saying only good things to her daughter,” or “There doesn’t always have to be a dad, family is the people that love you,” the entire class jumps in for a student-led discussion about skin color, or what makes a family, etc.","(87, 90)",dad,N
"The community existed by ‘following dear old dad’ - there was little place for individual action or free thought... for, 'what is good enough for me is good enough for you'.","(45, 48)",dad,N
So I went and got my old red wagon out of my dad’s shop and carefully my mama and me lifted her onto it.,"(45, 48)",dad,N
"Kate is the second daughter of Mr. and Mrs. F. R. Bradley (Campbelltown, formerly of Brisbane).","(19, 27)",daughter,N
"While wealthy landowners employed tenants and wage laborers, landowners who managed small to medium-sized estates often acted as managers over their sons who tilled the fields and daughters who weaved clothes and engaged in sericulture to produce silk for the home or sale at market.","(180, 189)",daughter,N
Helen proposes to pay the widow if her daughter pretends to accede to Bertram's lust while she takes her place in bed.,"(39, 47)",daughter,N
"In 997, he married Ælfgifu, daughter of ealdorman Aethelberht, who gave him two sons.","(28, 36)",daughter,N
"Although Muhammad Shah handed the work down to his successor, Shaista Khan, in order to continue the fort's construction--it was never worked on again (because of the death of Shaista Khan's daughter, which saddened him to the point he stopped working on the fort).","(191, 199)",daughter,N
"If Sarah is a carrier, she has a 50% chance of passing it on = an affected son or carrier daughter.","(90, 98)",daughter,N
"Perico's treachery is discovered and Claudio summoned, who reveals that he signed a marriage contract between himself and his daughter.","(126, 134)",daughter,N
33) (Direct) Object (O or DO): The NP or CP daughter of a VP headed by a transitive verb.,"(44, 52)",daughter,N
"He had a spare daughter whom he married to Prince Umayado, but it was too early to tell whether this was going to present him with a possible ruling grandson.","(15, 23)",daughter,N
"Elsa von Spielburg, the daughter of the Baron, kidnapped very young, who grew to become the Brigand leader without being aware of her past.","(24, 32)",daughter,N
Not a day passed without her receiving and despatching messages through the ether.,"(6, 9)",day_watch,N
The lady’s maid was responsible for dressing her employer's hair and laying out all the clothes to be worn that day - for every occasion.,"(112, 115)",day_watch,N
"A. Excitability B. Hyperactive-impulsive C. Inattentive D. Enabled learner B. Hyperactive-impulsive B. Hyperactive-impulsive Nathan's teacher complains that he daydreams most of the day, and he never finishes his class work.","(182, 185)",day_watch,N
That he was the premier long-stop of his day.,"(41, 44)",day_watch,N
Plan a menu for two straight days (six meals) of camping.,"(29, 33)",day_watch,N
"Hearst, determined to make her a star, provided coaches to work day and night on her stammer.","(64, 67)",day_watch,N
"The giant calendar is a looming presence that haunts her with the thought that her days are limited, and that she's working towards an end it knows, but she does not know.","(83, 87)",day_watch,N
"The clump of his boots on the stairs - both morning and night, gave voice to the time of day.","(89, 92)",day_watch,N
The timetable will dictate how many vehicles are in operation at any time of the day.,"(81, 84)",day_watch,N
"It features Peter, a young black boy, going out into a snowy day and having fun.","(61, 64)",day_watch,N
"However, if you get hit by falling debris Zelda will gasp and remain where she is, so you'll need to go back for her.","(35, 41)",debris,N
"Often, they are seen on tide pools or in debris that has washed ashore.","(41, 47)",debris,N
"Repair technician perform repairing which includes but not limited to metal cutting, welding metals, knocking metals by hammers/chisels which may cause debris of iron particles spreading especially if it is near or inside production area Inadequate cleaning of kiln may causes kiln's batt particle to be spread over","(152, 158)",debris,N
"The IADC is an international forum of space agencies, authorized governmental or inter-governmental entities for the coordination of activities related to the issues of human-made and natural debris in space.","(192, 198)",debris,N
"Debris impacts can damage active satellites, where the latter are expensive for the same reason, so there is a stronger economic case for removing the debris.","(151, 157)",debris,N
Another is the creation of a debris impact hazard by emitting large numbers of uncontrolled objects.,"(29, 35)",debris,N
Before attaching a pump it is a good idea to press the end of the valve so that escaping air can unblock any debris.,"(109, 115)",debris,N
"Commercial space launch participants must avoid intentional creation of debris, collision of components of the launch system, and “to passivate the launch vehicle by depleting propellants, pressurant gases, and stored energy in batteries.” There are multiple methods launch companies may consider to passivate the launch vehicle, including passive or augmented passive disposal, controlled deorbit, or using a separate deployer bus.","(72, 78)",debris,N
Both processes require melting the wax and filtering the debris and allowing it to cool in a container.,"(57, 63)",debris,N
"Generally, these range from collections of macrophage cells, always the initiating cells in the newest sections of atheroma, to more complex structures including living cells, cellular debris of cells which have died and extracelluar deposits of fibrous tissue & calcified crystals, within the oldest, outermost portions of atheroma structures.","(185, 191)",debris,N
Do you remember saying that the defendant company was glad this main was laid on to their engine to supply electricity if their engine broke down?— Mr. Griffiths said theyhad 150 per cent more plant than was re-quired to supply their needs.,"(32, 41)",defendant,N
—F03Q3 Defendants have a right to counsel at all critical stages of litigation following indictment/arraignment.,"(7, 17)",defendant,N
Article 13 A person who falls under one of the categories described in Article 11 shall not lose his (her) nationality falling under any one of the additional circumstances below: A person who is a defendant in a criminal case under investigation or trial.,"(198, 207)",defendant,N
"Thus, the defence requires: evidence that the accused believed the complainant was consenting; evidence that the complainant in fact refused consent, did not consent, or was incapable of consenting; and evidence of a state of ambiguity which explains how lack of consent could have been honestly understood by the defendant as consent, assuming he was not wilfully blind or reckless to whether the complainant was consenting, that is, assuming that he paid appropriate attention to the need for consent and to whether she was consenting or not.","(314, 323)",defendant,N
"Unless the defendant can (or could) cross-examine the declarant, the statement is inadmissible, even if it meets a hearsay exception under the Federal Rules.","(11, 20)",defendant,N
"The simple fact that the defendant was ""there"" before the plaintiff is not a defence to nuisance.","(25, 34)",defendant,N
The defendant said he did not have a licence as he did not give it a thought.,"(4, 13)",defendant,N
"Then the plaintiff must prove that the defendant’s actions “were in or affecting commerce,” and that they constituted an unfair or deceptive practice.","(39, 48)",defendant,N
Plea before Venue: procedure on defendant entering plea advising the client on trial venue.,"(32, 41)",defendant,N
It allows witness' previous identification of a defendant to be used as substantive evidence against defendant during trial.,"(48, 57)",defendant,N
"They view democracy as a way of rendering the market for public services ""contestable,"" with candidates for political office being potential entrants threatening to undercut the monopoly provider.","(10, 19)",democracy,N
"In 1995, after Nelson Mandela became the president of South Africa, the United States offered $210-million in support to the newly formed democracy and created the U.S.-South Africa Binational Commission.","(138, 147)",democracy,N
How democracy fits into the picture is rather problematic for him.,"(4, 13)",democracy,N
"The expected democracy rating for a 60 year old Taiwanese would be 34.223 + 60 x 0.105 = 40.523, or about 4 points higher.","(13, 22)",democracy,N
"United States- Federal republic, Representative democracy(democratic republic), Canada- Federal parliamentary democracy and constitutional monarchy, Spain- Parliamentary monarchy, Poland- Republic, Libya- People's Congress, North Korea- Single-party state, Brazil- Democratic federal republic, Niger- Parliamentary democracy.","(110, 119)",democracy,N
"Consequently, while democracy may facilitate better monetary policy over the medium and long term, new democracies with nascent institutions could be expected to experience difficulties controlling monetary management.","(20, 29)",democracy,N
"Totalitarianism and democracy are on opposite poles on an axis ""an arbitrariness of the authorities – political freedom"".","(20, 29)",democracy,N
"The system cannot last indefinitely because it damages the political parties and poses limitations to democracy, but it will be difficult to abolish because change would create uncertainty about the impact on party support.","(102, 111)",democracy,N
"""Habermas, the Public Sphere, and Democracy: A Critical Intervention"".","(34, 43)",democracy,N
"Not only does he celebrate democracy with scenes of good fellowship, and not only does he recall with praise the courageous frontier spirit that won the west, but he also packs in references to labor unrest and racial antagonism.","(27, 36)",democracy,N
"Maximalists – variously known as ‘participative democrats’ or ‘direct democrats’, or more recently ‘deliberative democrats’ – claim that minimalists do not take seriously the genuinely radical call, as well as the real practical potential, of democracy as ‘rule by the people’.","(70, 79)",democrat,N
"""Holberg was no thorough-going political democrat.","(41, 49)",democrat,N
"Although democrats have won among young voters since 1992, Obama's margin was a 12% increase from 2004.","(9, 18)",democrat,N
"Many social democrats, particularly in European welfare states, refer to themselves as socialists, introducing a degree of ambiguity to the understanding of what the term means.","(12, 21)",democrat,N
"Women are leaning towards being democrats, men are becoming republicans.","(32, 41)",democrat,N
"But his rival Cleisthenes, with the support of the middle class and aided by democrats, managed to take over.","(77, 86)",democrat,N
"Further, critics have argued that there is a lot of window dressing involved in the popularity of ‘democracy’; political leaders and others may construct images of themselves as good democrats, but how far in specific cases does the image match people’s lived realities?","(183, 192)",democrat,N
"Brumberg (2003, p. 111) convincingly argues that ‘in the Middle East [...] fear of Islamist victories has produced “autocracy with democrats”, as key groups that might choose democracy, absent an Islamist threat, now actively support or at least tolerate autocrats.’ The support given by numerous pro-democracy secular liberal intellectuals and movements to the Algerian military for cancelling the 1992 elections through a military coup in order to avoid an Islamist victory is paradigmatic in this respect.","(131, 140)",democrat,N
"However, donations from individuals associated with Alphabet Inc., which made up over two thirds of the group's total donations, skew heavily toward democrats.","(149, 158)",democrat,N
"The realisation that only Western recognition and support would be 'the only game in town' convinced the elite to become ‘liberal democrats’, but their credibility was very shaken by the opportunism they showed.","(130, 139)",democrat,N
"This would be used to justify Li Si's large scale persecutions of the other schools of thought during the Qin dynasty, and the invariable denunciation by Confucian scholars from the Han dynasty and onwards.","(138, 150)",denunciation,N
"Into his mouth Molière puts an eloquent defense of the best elements in court life and a bitter denunciation of women who make a wanton display of their intellectual attainments...Bélise is an exaggerated picture of the unattractive old maid, so vain of her personal charms that she does not dare to look facts in the mirror.","(96, 108)",denunciation,N
The authorities executed people for not denunciations and the authorities awarded of informers.,"(40, 53)",denunciation,N
"The text of the Declaration of Independence can be divided into five sections: the introduction, the preamble, the indictment of George III, the denunciation of the British people, and the conclusion.","(145, 157)",denunciation,N
Psychologist has such useful qualities of character as the ability to guess all desires of own chief immediately and to write denunciations on own colleagues.,"(126, 139)",denunciation,N
Cursing - a denunciation issued in the name of a bishop which led to excommunication.,"(12, 24)",denunciation,N
"Supporters of Legalism have introduced the system of mutual responsibility, surveillance and denunciations.","(93, 106)",denunciation,N
Denunciation should adequately reflect the public’s condemnation of this offence and the offender’s conduct.,"(0, 12)",denunciation,N
"When the political police manages to subordinate government to own influence, then a police state arises, this power is constructed on the state terror against own citizens, shadowing and denunciations.","(188, 201)",denunciation,N
"However, this process can give rise to micro-politics within an organization and invite denunciations and blackmail.","(88, 101)",denunciation,N
"The design selected for the program (structure of object dependencies, includes) will also factor in.","(57, 69)",dependency,N
"The notion of spatial econometrics is entirely distinct from traditional econometrics models in three major features, namely spatial dependency, spatial heterogeneity, and spatial heteroscedasticity.","(133, 143)",dependency,N
"For example, to install the GNAT Programming Studio and all of its dependencies including the GNAT compiler, all you need is one command: pkg_add gps If a specific package is not available, or the user just prefers to build from source (this can take a long time), then a typical command would be: cd /usr/pkg/devel/gps && bmake install As with the binary installation, if any dependencies are missing they will be built first, also from source.","(67, 79)",dependency,N
"In this view then, Zea asserts, that the “problem of independence was not a change of forms, but a change of spirit”, that is a change of attitude to dependency, which should not continue (ibid.","(150, 160)",dependency,N
Widespread malnutrition is one of the effects of this foreign dependency.,"(62, 72)",dependency,N
"To draw a graph, you only need to create a dependency environment, write the text of the sentence within the deptext environment and use \depedge commands to draw the edges.","(43, 53)",dependency,N
"You must also make sure you compile any dependencies, for example GTK, before compiling PyGTK.","(40, 52)",dependency,N
"Modular design, very few external dependencies, builds out-of-the-box.","(34, 46)",dependency,N
It can also reduce time and location dependency (Concept to Classroom 2004).,"(37, 47)",dependency,N
Armstrong’s axioms are a set of inference rules used to infer all the functional dependencies on a relational database.,"(81, 93)",dependency,N
"R. J. Schork renders the passage literally as: Such and so great is the depravity of this age, O fellow citizens, that our mothers of families greatly prefer the wanton titillations of some one or another half-male barbarian to the massive testicles and sky-high erections of Roman centurions.","(72, 81)",depravity,N
"He may, it seems from the historians, have been actuated by ambition, patriotism, personal revenge, or innate depravity.","(110, 119)",depravity,N
"“The root of Oswald’s depravity is his vindictiveness and innate pride; his moral destruction of Marmaduke is unprovoked except by the fact that Marmaduke once saved his life and Oswald dislikes being under the obligation of any man... Oswald’s great aim was to make Marmaduke repudiate conscientious scruple, pity, and remorse, and act as circumstances and reason only direct” (Moorman, 1957 pp 303-307).","(22, 31)",depravity,N
"“Volpone” “is a masterly study of utter greed and almost unredeemed depravity...It is a comedy of great force, in masterly verse, almost tragic in conception, but the characters are too black and one sighs for a little humorous relief” (Wilson, 1955 p 126).","(68, 77)",depravity,N
"Some critics were at first offended by the subject matter and characters of ""The unchastened woman"", such as Anthony (1916): ""This ultra essence of unmoral maritality may interest the public of a great city where such polished depravity exists, but just why it should be put upon the stage is a question the author must answer.","(227, 236)",depravity,N
He tries to understand their behavior but cannot come to acknowledge the depths of their depravity.,"(89, 98)",depravity,N
"Tirso, therefore, is the first who showed it with all its original undaunted courage united to an unmingled depravity that asks only for selfish gratifications, and a cold, relentless humor that continues to jest when surrounded by the terrors of a supernatural retribution""(Ticknor, 1849 vol 2 p 309).","(108, 117)",depravity,N
"And making the proper deductions for the ordinary depravity of human nature, the number must be still smaller of those who unite the requisite integrity with the requisite knowledge.","(50, 59)",depravity,N
"As there is a degree of depravity in mankind which requires a certain degree of circumspection and distrust, so there are other qualities in human nature which justify a certain portion of esteem and confidence.","(24, 33)",depravity,N
"In her view of the play, “depravity is the hero and the only character.” She is morally affronted by the joke of the unwed mother when Worthing discovers the governess’ secret, by the “dowager dreadnought” being out-brazened by her “debutante daughter”, she in turn by the “country miss”, and she by the “spectacled governess”.","(26, 35)",depravity,N
"Without the one or the other, the former would be absolutely unable to defend himself against the depredations of the latter.","(98, 110)",depredation,N
"Should a war be the result of the precarious situation of European affairs, and all the unruly passions attending it be let loose on the ocean, our escape from insults and depredations, not only on that element, but every part of the other bordering on it, will be truly miraculous.","(172, 184)",depredation,N
"The tax farmers had gained great infamy for their depredations, as well as great private wealth, by winning the right to tax local areas.","(50, 62)",depredation,N
"In 1081, with the depredations of the Normans and Turks reaching their height, a new emperor, Alexios I, came to the throne.","(18, 30)",depredation,N
"Ron will later attribute Scabbers' decline to Crookshanks' depredations, but Harry will recall that Ron had said in this chapter that Scabbers' looking poorly will have started during the trip to Egypt.","(59, 71)",depredation,N
The final death of Voldemort spells an end to the Death Eaters and their depredations both on the Wizarding and the Muggle population.,"(73, 85)",depredation,N
"He continues: ""The Consequences soon make themselves felt: the citizen and the town are deprived of all dignity, the state's depredations multiply, and the burden on the taxpayer increases in proportion.","(125, 137)",depredation,N
It becomes a wonder how the estate system survived at all given the depredations it suffered at the hands of the warriors.,"(68, 80)",depredation,N
"He explained that the latter was partly necessary in view of the depredations of ""agribulgers.""","(65, 77)",depredation,N
"While Ron is upset over the Monster's depredations, he is far more affected by Hermione being petrified than anyone else, excepting his sister, Ginny.","(38, 50)",depredation,N
"Species with highly fixed, genetically programmed habitat selection may require considerable time to evolve mechanisms for the selection of a new habitat Habitat preference as an open developmental system: habitat imprinting: many migratory vertebrates, such as salmon tradition: mountain sheep, greylag goose migration Dispersal Ecological process affecting distribution, and genetic process affecting geographic differentiation and variation; leaving an area of birth or activity; largely a short range effort; Colonization - long range dispersal.","(414, 429)",differentiation,N
"If none is specified, differentiation occurs with respect to the variable closest to 'x' in the alphabet.","(22, 37)",differentiation,N
All the other portions of calculus depending on differentiation or the immediate rate of the function when x varies.,"(48, 63)",differentiation,N
"However, differentiation is the secondary process of integration because the differentiated object must be put into a category or class again in real life situation.","(9, 24)",differentiation,N
The influence of temperature can be obtained by differentiation of the equation above to lead: − l n K e q = Δ H R R T − Δ S R R {\displaystyle -lnK_{eq}={\frac {\Delta \ H_{R}}{RT}}-{\frac {\Delta \ S_{R}}{R}}} as known as the van't Hoff equation.,"(48, 63)",differentiation,N
Product differentiation is based on variety and innovation.,"(8, 23)",differentiation,N
"from the formula of function P, the quotient (4) can be evaluated by differentiation, leading to the classical formula (1): dS = dQ/T.","(69, 84)",differentiation,N
"""Vitamin D and osteogenic differentiation in the artery wall"".","(26, 41)",differentiation,N
The Bertrand model can be extended to include product or location differentiation but then the main result - that price is driven down to marginal cost - no longer holds.,"(66, 81)",differentiation,N
"Vitamin A in Protein Synthesis and Cell Differentiation The majority of the body’s vitamin A is not in the retina, aiding vision, but instead in the cells lining the body’s surfaces by promoting protein synthesis and cell differentiation.","(222, 237)",differentiation,N
"There are disagreements in the sources as to when this happened, but it obviously indicated that Tenchi intended to make Prince Otomo his successor, despite the fact that his mother had been a palace servant of low status (by imperial standards).","(10, 23)",disagreement,N
"No universally accepted treatment protocol Modalities: surgery, radiation, pressure therapy, cryotherapy, intralesional injections of corticosteroids, interferon, fluorouracil, topical silicone, and pulse-dye laser treatment Surgery only has recurrence rate of 50-80% Post-op RT Success rate 75-90% within 10 year follow-up; however, a recent Dutch study had 70+% recurrence within 2 year, in sharp disagreement with prior studies Usually surgical excision followed immediately with RT Usually 3-4 fractions daily in 3-4 Gy/fx; however, recent Dutch meta-analysis suggests that dose is insufficient for long-term control, and should use BED of >30 Gy (e.g.","(399, 411)",disagreement,N
In this case you would have only to address that one single user opinion/view on the issue... Making a disagreement more visible that it merits can be a barrier to reach an commonly accepted outcome.,"(103, 115)",disagreement,N
"In fact, the head of the General Staff, Generaloberst Franz Halder, was sacked for his frequent disagreements with Hitler.","(96, 109)",disagreement,N
"Sometimes there can be disagreement about who discovered something, even when all the facts are known.","(23, 35)",disagreement,N
In disagreements with other people Panic has repeatedly misrepresented the community through claims that the community agrees with him or that he represents the community's wishes.,"(3, 16)",disagreement,N
"According to conflict-monitoring theory, the Anterior Cingulate Cortex (ACC) is responsible for figuring out when the mind is in disagreement.","(129, 141)",disagreement,N
These disagreements may require years of debate and further experimentation in other laboratories before results are accepted by most scientists.,"(6, 19)",disagreement,N
This meeting ended with a disagreement about the federation and the Treaty of Paris was written and signed.,"(26, 38)",disagreement,N
"Lionel is indignant at his father's attitude, but their disagreement is smoothed over by Lady Eastney, who makes them join hands.","(56, 68)",disagreement,N
Examples of discrimination include refusal of service to: An individual with a service animal; An individual with a collapsible wheelchair that fits into a car trunk; A passenger because of the requested destination within the District; Potential passengers because of their race or national origin; and Potential passengers because of their sexual orientation or gender identity.,"(12, 26)",discrimination,N
"Most of the time discrimination hurts a person, but sometimes it can also help a person.","(17, 31)",discrimination,N
"Along with issues on racial and cultural diversity, and the separation of state and church which led to non-discrimination on religion, gender equity is also a matter of concern.","(108, 122)",discrimination,N
"They include mate recognition and selection, discrimination between nestmates and foreigners, locomotion and exploring new grounds for food, communication, and defensive behaviors.","(45, 59)",discrimination,N
Does the earnings gap between the average wages of females and the average wages of males prove labor market discrimination?,"(109, 123)",discrimination,N
Strategic gender interests begin with the assumption that women are subordinate to men as a consequence of social and institutional discrimination against women (see Box 9).,"(132, 146)",discrimination,N
"After extensive railroad growth from the 1830s to 1873, the United States Congress established the Interstate Commerce Commission (ICC) in 1887 to oversee and regulate shipping prices to ensure fair rates and eliminate rate discrimination.","(224, 238)",discrimination,N
"While discrimination toward the young is primarily behavioral restrictions, discrimination toward the elderly ranges from behavioral restrictions to the realm of physical abuse.","(6, 20)",discrimination,N
Accessories (as well as clothes) can also come up with discrimination.,"(55, 69)",discrimination,N
"While very little is known of Godric Gryffindor, we can surmise that Godric Gryffindor was, if not an active fighter against Muggle discrimination, at least one who believed that Muggle heritage was not grounds for denial of Magical skills.","(132, 146)",discrimination,N
"Less dense (""lighter"") crudes generally have a higher share of light hydrocarbons from which higher-value products such as gasoline, jet fuel, and diesel can be recovered with simple distillation.","(183, 195)",distillation,N
Purification of these compounds involves either vacuum fractional distillation or chromatography.,"(66, 78)",distillation,N
"Likewise, insulation prevents heat loss to preserve initial conditions and column efficiency determines how many distillation “pockets” can occur.","(113, 125)",distillation,N
Fractional distillation at reduced pressures work best at purifying these compounds.,"(11, 23)",distillation,N
"Gas chromatography is also similar to fractional distillation, since both processes separate the components of a mixture primarily based on boiling point (or vapor pressure) differences.","(49, 61)",distillation,N
"After removing excess formamide (32.1 grams) by vacuum distillation, the residue was refluxed with methanol.","(55, 67)",distillation,N
"Distillation processes occupied the attention of other lads, while some were engaged in the preparation of common salt, sal ammoniac and salt-petre.","(0, 12)",distillation,N
Purifying sea water by distillation (evaporation and condensation) could be used in a solar still or in a flash evaporation plant.,"(23, 35)",distillation,N
"If you do not need 99.9999% purity then you probably don't need an expensive assay to detect generic impurities at a 0.0001% level (though the lab technicians will probably have to still test for heavy metals and such), and likewise you will not have to design nearly as large of a distillation column to achieve the separations necessary for such a high purity.","(282, 294)",distillation,N
"Paraffin is a byproduct of petroleum distillation, and as such is cheaply available in great quantities.","(37, 49)",distillation,N
"The specific utility doctrine is used to invalidate inventions such as perpetual motion machines, which may have a formal function but which are highly unlikely to fulfill that function.","(21, 29)",doctrine,N
"If the membership increases, the sect is forced to adopt the characteristics of denominations in order to maintain order (e.g., bureaucracy, explicit doctrine, etc.).","(150, 158)",doctrine,N
The second phase of the new American doctrine was evidenced in Operation THUNDERCLAP.,"(37, 45)",doctrine,N
A warning against the dogma of doctrine.,"(31, 39)",doctrine,N
"This doctrine is a central tenet of the Indian religions and is a belief that was held by such historic figures as Pythagoras, Plato and Socrates.","(5, 13)",doctrine,N
"When an accession is legally disputed (or disputable), the claim of right doctrine comes into play.","(74, 82)",doctrine,N
"""Theology has not hesitated to make or support a doctrine by the position of a comma.","(49, 57)",doctrine,N
"For instance, in the field of contract law, there is a doctrine of the ""change of circumstance"" (情势变迁).","(55, 63)",doctrine,N
Strategy in the post Cold War has come to be defined by the hyperpower status of the United States Sun Tzu Miyamoto Musashi John Boyd List of military theorists Military tactics Military doctrine Principles of military strategy List of military strategies List of military tactics List of famous military writers Some military strategies: Mutual assured destruction Blitzkrieg Shock and Awe Fabian Strategy Other concepts related to military strategy: Strategic bombing Strategic depth Asymmetric warfare Grand strategy Force multiplier,"(187, 195)",doctrine,N
"edited by --TF.Wettstein 11:50, 8 May 2006 (UTC) The rise of Stalin can be accounted for by his new doctrine of “Socialism in One Country.” Within that theory, Stalin placed the development of Russia before any world revolution.","(100, 108)",doctrine,N
"The High/Scope Perry project and the Chicago study both showed a ratio of 7 to 1; every dollar invested, society received 7 dollars.","(88, 94)",dollar_volume,N
Laboratory expenditures exceeded half a million dollars a month.,"(48, 55)",dollar_volume,N
"The forest has abundant hardwood trees used for timber, which is sold for over 7 million dollars a year.","(89, 96)",dollar_volume,N
"For each country, we document: 1) basic background information about the major public broadcasters; 2) the amount, means, mechanisms and duration of funding (all funding amounts are expressed in U.S. dollars, converted using Oanda Currency Converter, .","(200, 207)",dollar_volume,N
"In June of 2006, the Human Terrain System began as a $40 million dollar program .","(65, 71)",dollar_volume,N
For a few dollars more Remember that quotes and estimates can differ from actual costs.,"(10, 17)",dollar_volume,N
They invested 100000 dollars into the attempt that started with a short route between Ney York and Washington D.C. with a stop in Philadelphia starting in May of 1918.,"(21, 28)",dollar_volume,N
"In 2005 the US government implemented a tax credit for the owners of hybrid vehicles, the amount of which depended on the emissions and could total several thousand dollars.","(165, 172)",dollar_volume,N
Each process unit costs around a million dollars with some costing up to 600 million dollars.,"(41, 48)",dollar_volume,N
FasTracks is the name of the new multi-billion dollar transit system expansion project that the agency is currently undertaking .,"(47, 53)",dollar_volume,N
